Insurance Type,Zip code,First name,Last name,Date of birth,Gender,Address,City,State,Auto insurance coverage?,Property Type,# units,# unrelated roommates,# property losses in last 3 years,Phone number,Email address,Fire Sprinkler System?,Central Fire & Burglar Alarm?,Local Fire / Smoke Alarm?,Home Security?,Non Smoking Household?,Local Burglar Alarm?,Unusual hazards?,Dogs that bite?,Run a business from home?,Start date,Personal property worth,Loss of use,Medical payments,Personal liability,Farmers Identity Protection,Deductible,Policy number,Timestamp (seconds),Policy price,Name of agent,Address of agent,price,annual_price,agent_name,agent_address,agent_phone_number,quote_number
Renters,95008,August,Sullivan,04/05/1990,f,200 Hollis Ave,Campbell,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 779-8986,katte@outlook.com,N,N,Y,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Mon,25.50,Patricia Ag,Mtv,$24.10,$289.18,Mary Formico Barnard,"San Jose, CA",(408) 286-1334,#92779643
Renters,95134,Jasper,Strickland,06/06/1986,f,4343 Renaissance Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(866) 932-5588,elise.parks@gmail.com,N,N,Y,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,39.18,John Ag,Cupertino,$18.26,$219.12,Shinobu Arisawa,"San Jose, CA",(408) 449-4808,#86004106
Renters,95020,Eloise,Diaz,04/05/1990,m,8200 Kern Ave,Gilroy,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 586-9001,katte@outlook.com,N,N,Y,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,29.18,Martha Ag,Cupertino,$35.79,$429.48,Mohamed Bandali,"Soquel, CA",(831) 688-8664,#86939538
Renters,95051,Felicity,Baker,07/31/1988,m,1901 Halford Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(831) 240-0589,elise.parks@gmail.com,N,N,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,34.52,Patricia Ag,Mtv,$17.33,$207.95,Jianmei Quitt,"San Diego, CA",(858) 605-5780,#39665812
Renters,95128,Phoebe,Kim,04/05/1990,f,500 S Winchester Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 626-3100,hadley.gardner@hotmail.com,N,N,Y,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Mon,19.27,Patricia Ag,Cupertino,$15.14,$181.67,Kimberley Rubright,"San Jose, CA",(408) 610-9658,#87059755
Renters,94087,Anna,Flores,11/18/1989,f,745 S Bernardo Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 440-1155,katte@outlook.com,N,N,Y,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,27.29,Martha Ag,Mtv,$17.68,$212.21,Svetlana Serebnitskaya,"Walnut Creek, CA",(925) 352-7447,#77285163
Renters,95014,Felix,Goodman,03/03/1988,m,19608 Pruneridge Ave,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 737-2900,hadley.gardner@hotmail.com,N,Y,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Sat,41.44,Patricia Ag,Redwood City,$17.89,$214.73,Robert Herzog,"Pleasanton, CA",(925) 734-0530,#85575740
Renters,94085,Jude,Lang,06/06/1986,m,330 N Mathilda Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 923-6900,amelia@aol.com,N,Y,N,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,29.72,John Ag,Mtv,$11.60,$139.14,Mary Formico Barnard,"San Jose, CA",(408) 286-1334,#47000210
Renters,95134,Addison,Mcgee,04/05/1990,m,4343 Renaissance Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 297-4675,nicholas.watkins@gmail.com,N,Y,N,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,21.38,John Ag,Cupertino,$18.26,$219.12,Jeong Pak,"Fremont, CA",(510) 790-2702,#27647818
Renters,94087,Eliot,Mckenzie,03/27/1987,f,1575 Tenaka Pl,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 980-0502,nicholas.watkins@gmail.com,N,Y,N,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,31.05,Patricia Ag,Mtv,$18.26,$219.12,Ricardo Gonzalez,"San Jose, CA",(408) 307-6034,#26810777
Renters,95134,Adeline,Reed,06/06/1986,f,4343 Renaissance Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 733-9095,katte@outlook.com,N,Y,N,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,32.14,Martha Ag,Cupertino,$16.95,$203.43,Corinna Lee,"Fremont, CA",(510) 270-8386,#85877948
Renters,95050,Annabelle,Moore,04/05/1990,m,444 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(888) 586-1355,nicholas.watkins@gmail.com,N,Y,N,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,40.77,Martha Ag,Redwood City,$16.95,$203.43,Bin Lu,"San Jose, CA",(408) 728-9789,#76211709
Renters,94087,Evangeline,Garcia,02/04/1989,f,902 W Remington Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 931-6300,katte@outlook.com,N,Y,N,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,38.30,Patricia Ag,Redwood City,$17.30,$207.58,Michael Fiamingo,"San Jose, CA",(408) 445-9700,#14458073
Renters,94043,Kole,Lara,03/27/1987,f,505 Central Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 295-1360,amelia@aol.com,N,Y,N,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,17.43,Martha Ag,Mtv,$17.30,$207.58,Mark Landis,"Redwood City, CA",(650) 366-8274,#14915447
Renters,95020,Abigail,Ayala,05/06/1989,m,7397 Monterey St,Gilroy,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 445-6530,nicholas.watkins@gmail.com,N,Y,Y,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,34.90,John Ag,Mtv,$35.79,$429.48,Albert Pinheiro,"Gilroy, CA",(408) 842-4619,#14092909
Renters,94086,Sadie,Mendoza,02/04/1989,m,243 Buena Vista Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 984-4767,amelia@aol.com,N,Y,Y,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,21.72,Martha Ag,Mtv,$17.89,$214.73,Jason Schram,"Palo Alto, CA",(650) 522-0027,#05659718
Renters,95054,Paige,Hopkins,03/27/1987,f,4500 Carlyle Ct,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 994-2247,amelia@aol.com,N,Y,Y,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,34.95,Patricia Ag,Cupertino,$18.26,$219.12,Lee Gomez,"San Jose, CA",(408) 223-0970,#32561141
Renters,95112,Benjamin,Fischer,07/31/1988,m,1700 N 1st St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(877) 713-4583,jonah.bauer@gmail.com,N,Y,Y,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Sat,27.29,Patricia Ag,Redwood City,$20.68,$248.12,Timothy Shannon,"Pasadena, CA",(800) 999-5729,#67412808
Renters,94087,Gideon,Goodman,11/18/1989,f,575 E Remington Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 673-7545,katte@outlook.com,N,Y,Y,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,43.47,John Ag,Mtv,$16.95,$203.43,Greg Goodman,"San Jose, CA",(408) 267-5502,#36406828
Renters,94040,Ethan,Kelley,11/12/1990,m,234 Escuela Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 447-3000,katte@outlook.com,N,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,44.97,John Ag,Cupertino,$16.95,$203.43,Jianhong Zhou,"Fremont, CA",(510) 656-1009,#30041990
Renters,94086,Brielle,Cain,03/27/1987,f,180 Pasito Terrace,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(510) 352-5900,nicholas.watkins@gmail.com,N,Y,Y,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Mon,15.21,John Ag,Cupertino,$17.30,$207.58,Ron Merz,"San Jose, CA",(408) 371-3000,#47648729
Renters,95136,Dillan,Bowers,05/06/1989,f,5230 Terner Way,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(510) 582-5240,hadley.gardner@hotmail.com,N,Y,Y,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,40.77,Martha Ag,Cupertino,$14.34,$172.10,Mohammad Parandian,"San Jose, CA",(408) 266-7177,#42898323
Renters,94089,Griffin,Terry,03/08/1990,f,1235 Wildwood Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 285-1231,nicholas.watkins@gmail.com,Y,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Mon,20.01,Patricia Ag,Mtv,$16.95,$203.43,Anthony Mangiameli,"San Jose, CA",(408) 247-7833,#44667370
Renters,95054,Norah,Wood,04/05/1990,m,4500 Carlyle Ct,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 931-6300,hadley.gardner@hotmail.com,Y,N,N,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,39.30,John Ag,Mtv,$16.39,$196.64,Zainuddean Jeewanjee,"San Jose, CA",(408) 703-4900,#66579214
Renters,95050,Savannah,Moss,03/03/1988,m,2200 Monroe St,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 403-2247,jonah.bauer@gmail.com,Y,N,N,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,28.22,John Ag,Mtv,$17.30,$207.58,Leny Bueno,"San Jose, CA",(408) 449-4871,#90174389
Renters,94087,Ryder,Fleming,03/27/1987,m,575 E Remington Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 565-9960,elise.parks@gmail.com,Y,N,N,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,36.82,Patricia Ag,Cupertino,$16.72,$200.66,Dallas Johnson,"Fremont, CA",(510) 792-8653,#35782989
Renters,95054,Lillian,Daniels,12/1/1988,m,1500 Vista Club Cir,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 241-1445,elise.parks@gmail.com,Y,N,N,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,21.72,John Ag,Cupertino,$16.01,$192.12,Lily Zhao,"San Jose, CA",(408) 398-4616,#10648574
Renters,94086,James,Meyers,11/18/1989,m,201 W California Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(858) 565-0311,hadley.gardner@hotmail.com,Y,N,N,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,44.41,Martha Ag,Redwood City,$15.44,$185.34,Reet Singh,"Concord, CA",(925) 671-0342,#11361457
Renters,95125,Hudson,Benson,12/1/1988,m,1776 Almaden Rd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 732-9450,elise.parks@gmail.com,Y,N,N,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,34.20,John Ag,Mtv,$20.90,$250.83,Joe Angelini,"Half Moon Bay, CA",(650) 726-4818,#25755929
Renters,94085,Benjamin,Hoffman,11/18/1989,m,1257 Lakeside Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(831) 458-5042,sophie.garner@hotmail.com,Y,N,N,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,42.06,Patricia Ag,Cupertino,$15.76,$189.14,Kevin Fitzpatrick,"Sunnyvale, CA",(408) 736-5395,#12582547
Renters,94085,Elise,Harper,03/27/1987,m,355 N Wolfe Rd,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(858) 530-2100,hadley.gardner@hotmail.com,Y,N,Y,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,20.01,Patricia Ag,Cupertino,$16.58,$198.91,Jeffery Sundquist,"San Jose, CA",(408) 449-4893,#80376745
Renters,95020,Elise,Snyder,11/18/1989,m,8200 Kern Ave,Gilroy,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 474-5333,amelia@aol.com,Y,N,Y,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,19.27,John Ag,Redwood City,$32.02,$384.26,Robyn Akin Dequine,"San Jose, CA",(408) 268-2546,#47809536
Renters,95051,Logan,Moreno,11/12/1990,m,100 Buckingham Dr,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(831) 469-3620,katte@outlook.com,Y,N,Y,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,43.10,Patricia Ag,Cupertino,$16.91,$202.97,Teketel Mulugeta,"San Jose, CA",(408) 249-8123,#43772268
Renters,95008,Ana,Woods,03/08/1990,f,1630 W Campbell Ave,Campbell,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 626-3100,luke.harrington@aol.com,Y,N,Y,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,17.43,Patricia Ag,Redwood City,$20.90,$250.83,Ray Kellam,"Campbell, CA",(408) 440-5139,#98040524
Renters,95136,Scarlet,Wilson,04/05/1990,f,3601 Copperfield Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 641-8003,sophie.garner@hotmail.com,Y,N,Y,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,30.71,Martha Ag,Cupertino,$20.48,$245.81,John Williams,"San Jose, CA",(408) 227-2560,#64818786
Renters,95008,Holden,Brown,02/04/1989,f,2275 S Bascom Ave,Campbell,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 491-1125,hadley.gardner@hotmail.com,Y,N,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Mon,27.29,Martha Ag,Cupertino,$19.76,$237.14,Thu Nguyen,"San Jose, CA",(408) 258-8388,#47739054
Renters,95123,Eli,Hines,07/31/1988,f,150 Palm Valley Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 673-7545,katte@outlook.com,Y,N,Y,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,35.38,John Ag,Cupertino,$20.90,$250.83,Bin Lu,"San Jose, CA",(408) 728-9789,#38512974
Renters,95020,Eli,Mcdonald,05/06/1989,m,8200 Kern Ave,Gilroy,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(888) 704-5204,hadley.gardner@hotmail.com,Y,N,Y,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,36.82,Martha Ag,Cupertino,$31.52,$378.27,Michael Matica,"Soquel, CA",(831) 421-2428,#79990818
Renters,94041,David,Chandler,03/03/1988,f,1600 Villa St,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 255-1100,amelia@aol.com,Y,Y,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,44.39,Patricia Ag,Redwood City,$16.01,$192.12,Jianhong Zhou,"Fremont, CA",(510) 656-1009,#40300900
Renters,95014,Ronan,Bass,11/18/1989,f,19608 Pruneridge Ave,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 456-0700,hadley.gardner@hotmail.com,Y,Y,N,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,42.34,Patricia Ag,Mtv,$16.01,$192.12,Robert Herzog,"Pleasanton, CA",(925) 734-0530,#85900627
Renters,95054,Adeline,Carroll,03/27/1987,f,1600 Nantucket Cir,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(858) 271-4151,amelia@aol.com,Y,Y,N,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,38.30,John Ag,Redwood City,$16.34,$196.06,Tony Stoll,"San Jose, CA",(650) 200-5721,#75522286
Renters,95054,Luna,Wheeler,11/12/1990,f,550 Moreland Way,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(510) 793-2535,hadley.gardner@hotmail.com,Y,Y,N,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Sat,27.11,Martha Ag,Cupertino,$16.34,$196.06,Stephen Larson,"Sacramento, CA",(916) 428-4520,#76244800
Renters,95136,Nathaniel,Hodges,03/08/1990,m,5230 Terner Way,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(707) 762-5126,nicholas.watkins@gmail.com,Y,Y,N,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Sat,43.10,Patricia Ag,Cupertino,$19.28,$231.36,Yarlin Palomares,"San Jose, CA",(408) 229-2500,#82124801
Renters,95054,Emily,Price,11/18/1989,m,1600 Nantucket Cir,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(707) 579-5605,jonah.bauer@gmail.com,Y,Y,N,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,15.81,Patricia Ag,Mtv,$15.07,$180.83,Tony Stoll,"San Jose, CA",(650) 200-5721,#25146129
Renters,94085,Rhys,Keller,03/08/1990,m,1257 Lakeside Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 214-1714,nicholas.watkins@gmail.com,Y,Y,N,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,35.38,Martha Ag,Redwood City,$15.38,$184.52,Paul Curiel,"San Jose, CA",(408) 270-4029,#27517439
Renters,95126,Sofie,Cross,11/12/1990,f,1300 The Alameda,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 245-6710,amelia@aol.com,Y,Y,N,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,15.14,John Ag,Redwood City,$19.67,$236.09,Jason Schram,"Palo Alto, CA",(650) 522-0027,#53415421
Renters,94086,Liam,Walsh,05/06/1989,f,243 Buena Vista Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 405-4600,hadley.gardner@hotmail.com,Y,Y,Y,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,27.74,Patricia Ag,Mtv,$16.01,$192.12,Jason Schram,"Palo Alto, CA",(650) 522-0027,#42212837
Renters,94086,Adrian,Stewart,04/05/1990,f,555 E Washington Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 736-8658,jonah.bauer@gmail.com,Y,Y,Y,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,35.07,John Ag,Mtv,$16.01,$192.12,Jianhong Zhou,"Fremont, CA",(510) 656-1009,#30277344
Renters,95136,Arabella,Burgess,05/06/1989,f,5230 Terner Way,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 971-9397,amelia@aol.com,Y,Y,Y,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,35.60,Martha Ag,Redwood City,$20.90,$250.83,Roy Chetty,"San Jose, CA",(408) 872-2500,#80824278
Renters,95126,Isla,Rodriguez,07/31/1988,m,850 Meridian Way,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 463-1116,sophie.garner@hotmail.com,Y,Y,Y,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,22.35,Patricia Ag,Mtv,$20.90,$250.83,Louise Shih,"San Jose, CA",(408) 253-0688,#19530830
Renters,95128,Lea,Woods,03/27/1987,m,500 S Winchester Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 749-0101,hadley.gardner@hotmail.com,Y,Y,Y,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,25.26,John Ag,Redwood City,$19.28,$231.36,Mark Rizzo,"San Jose, CA",(408) 449-4820,#48771747
Renters,94043,Hazel,rojascole,03/27/1987,m,555 W Middlefield Rd,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(858) 565-0311,katte@outlook.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,29.93,Martha Ag,Mtv,$15.07,$180.83,Elena Goldin,"Mountain View, CA",(650) 940-1100,#66792864
Renters,95125,Leila,Stephens,06/06/1986,f,3200 Rubino Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(510) 223-2000,luke.harrington@aol.com,Y,Y,Y,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,27.72,John Ag,Mtv,$19.67,$236.09,Vilai Yang,"Elk Grove, CA",(916) 684-9958,#34848207
Renters,95126,Lucy,Kelly,05/06/1989,f,1300 The Alameda,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 570-5040,luke.harrington@aol.com,Y,Y,Y,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Sat,36.70,Martha Ag,Cupertino,$19.67,$236.09,Jason Schram,"Palo Alto, CA",(650) 522-0027,#84771599
